,FileName,Dataset,Label,y_pred0_0,y_pred0_1,y_pred1,y_pred2,y_pred3,y_pred4,y_pred5,y_pred6,y_pred0
44,mw3_0031,mw3,1,0.27789446417627733,0.7221055358237228,0.9861603379249573,0.9689942002296448,0.9916359186172485,0.5023327469825745,0.4917851686477661,0.9999599456787109,0.7221055358237228
45,mw3_0016,mw3,1,0.7523649394595127,0.2476350605404872,0.9687180519104004,0.8927120566368103,0.9859456419944763,0.4772699773311615,0.501146674156189,0.9961285591125488,0.2476350605404872
46,mw3_0093,mw3,1,0.7434567456318062,0.2565432543681937,0.7753186225891113,0.4135192632675171,0.5933043360710144,0.4220948815345764,0.5578925609588623,0.09148743748664856,0.2565432543681937
47,mw3_0092,mw3,1,0.539970778269194,0.4600292217308059,0.9824820756912231,0.9242887496948242,0.9965391159057617,0.49641093611717224,0.37146061658859253,0.9999997615814209,0.4600292217308059
48,mw3_0023,mw3,1,0.07257308615131997,0.9274269138486799,0.9652058482170105,0.9752379655838013,0.9422198534011841,0.4358484745025635,0.4795677065849304,0.9999994039535522,0.9274269138486799
49,mw3_0029,mw3,1,0.18624483116508384,0.8137551688349166,0.9863374829292297,0.6760538220405579,0.46226024627685547,0.6145220994949341,0.6175811886787415,0.9999680519104004,0.8137551688349166
50,mw3_0040,mw3,1,0.12589824829591767,0.8741017517040826,0.1260172575712204,0.15452346205711365,0.16708537936210632,0.6132580637931824,0.7008151412010193,0.8096705675125122,0.8741017517040826
51,mw3_0014,mw3,1,0.029784922055189657,0.9702150779448104,0.7376925945281982,0.948444664478302,0.9705978035926819,0.3499290943145752,0.3770310580730438,0.99973064661026,0.9702150779448104
52,mw3_0025,mw3,1,0.024633336772477074,0.9753666632275234,0.9999327659606934,0.9989001750946045,0.9999071359634399,0.9663615822792053,0.9463286399841309,1.0,0.9753666632275234
53,mw3_0011,mw3,1,0.48349803708235095,0.516501962917649,0.9711558222770691,0.7646931409835815,0.2672119438648224,0.6044478416442871,0.640804648399353,0.7645361423492432,0.516501962917649
54,mw3_0097,mw3,1,0.49647249233582935,0.5035275076641706,0.7917225956916809,0.7537946105003357,0.32566648721694946,0.7509650588035583,0.7881468534469604,0.9791973233222961,0.5035275076641706
55,mw3_0099,mw3,1,0.06953053302402205,0.9304694669759782,0.6736672520637512,0.7706565260887146,0.9962899684906006,0.26012682914733887,0.26438936591148376,0.7886394262313843,0.9304694669759782
56,mw3_0005,mw3,1,0.6697778479318032,0.3302221520681967,0.21092337369918823,0.034570593386888504,0.0016721474239602685,0.4517362117767334,0.5200343728065491,0.8922479152679443,0.3302221520681967
57,mw3_0010,mw3,1,0.03376962199974868,0.9662303780002514,0.9937784075737,0.9795652627944946,0.9230731129646301,0.2197456657886505,0.2895427644252777,0.8661217093467712,0.9662303780002514
58,mw3_0047,mw3,1,0.029784922055189657,0.9702150779448104,0.7376925945281982,0.948444664478302,0.9705978035926819,0.3499290943145752,0.3770310580730438,0.99973064661026,0.9702150779448104
59,mw3_0022,mw3,1,0.8049220227876203,0.19507797721237988,0.9627675414085388,0.8232051134109497,0.6868153810501099,0.49244949221611023,0.3673211336135864,0.9839851260185242,0.19507797721237988
60,mw6_006,mw6,1,0.2641688853344656,0.7358311146655343,0.9880638718605042,0.9723432064056396,0.9659823179244995,0.29665836691856384,0.2397264540195465,0.999416708946228,0.7358311146655343
61,mw6_012,mw6,1,0.08202391594476027,0.9179760840552398,0.7047802209854126,0.8732810020446777,0.8107924461364746,0.6950274705886841,0.7449247241020203,0.9954374432563782,0.9179760840552398
62,mw6_022,mw6,1,0.8644909548332557,0.13550904516674467,0.5675523281097412,0.37353751063346863,0.27682480216026306,0.15056125819683075,0.16105911135673523,0.0023355348967015743,0.13550904516674467
63,mw6_010,mw6,1,0.2703928472396074,0.7296071527603926,0.9705938696861267,0.9782058000564575,0.998301088809967,0.5784685015678406,0.46684104204177856,0.9999998807907104,0.7296071527603926
64,mw6_019,mw6,1,0.2515964019777962,0.7484035980222039,0.9913709163665771,0.8279665112495422,0.7485723495483398,0.25344187021255493,0.3837500810623169,0.9975346326828003,0.7484035980222039
65,mw6_011,mw6,1,0.23297547607438546,0.7670245239256144,0.9677406549453735,0.9486731290817261,0.9384843111038208,0.25566720962524414,0.3396929204463959,0.6512951850891113,0.7670245239256144
66,mw6_001,mw6,1,0.09546201574585782,0.9045379842541422,0.7895396947860718,0.20157693326473236,0.15940624475479126,0.5144839882850647,0.5621228218078613,0.8724344968795776,0.9045379842541422
67,mw6_024,mw6,1,0.20515214054049583,0.7948478594595042,0.9993664622306824,0.9962186217308044,0.9963022470474243,0.2913194000720978,0.4232625663280487,0.9999969005584717,0.7948478594595042
68,mw6_028,mw6,1,0.027178652933656573,0.9728213470663434,0.9987279772758484,0.9914801120758057,0.9985514283180237,0.23436830937862396,0.34794679284095764,0.9999080896377563,0.9728213470663434
69,mw6_007,mw6,1,0.02602952782522542,0.9739704721747751,0.9999722242355347,0.9999613761901855,0.9998880624771118,0.2993086576461792,0.4649661183357239,1.0,0.9739704721747751
70,mw6_003,mw6,1,0.05512875577947917,0.944871244220521,0.999363362789154,0.9980196952819824,0.9975045323371887,0.25354743003845215,0.3993285298347473,0.9999996423721313,0.944871244220521
71,mw6_026,mw6,1,0.3223073192176535,0.6776926807823469,0.6153792142868042,0.879102885723114,0.8397234678268433,0.490696519613266,0.4053686559200287,0.9999991655349731,0.6776926807823469
72,mw6_015,mw6,1,0.1184438510484243,0.8815561489515759,0.7941122651100159,0.8453841209411621,0.8082786798477173,0.7059664130210876,0.7484608292579651,0.9994300007820129,0.8815561489515759
73,mw6_023,mw6,1,0.03146088503306075,0.9685391149669393,0.8382095694541931,0.36092260479927063,0.8179669976234436,0.6659491062164307,0.7312231659889221,0.9920997023582458,0.9685391149669393
74,mw6_025,mw6,1,0.0779163365143419,0.9220836634856583,0.932062566280365,0.854961633682251,0.8596467971801758,0.6171028017997742,0.6347315907478333,0.999452531337738,0.9220836634856583
75,mw6_004,mw6,1,0.6347130435950308,0.36528695640496944,0.6335490942001343,0.924731433391571,0.8649512529373169,0.16501069068908691,0.1941280961036682,0.29540103673934937,0.36528695640496944
76,mw6_027,mw6,1,0.21568735905655356,0.7843126409434464,0.9722622632980347,0.9896746277809143,0.9441670775413513,0.15711483359336853,0.19428129494190216,0.9903928637504578,0.7843126409434464
77,mw6_002,mw6,1,0.13003353904988743,0.8699664609501124,0.9746458530426025,0.973246693611145,0.9559761881828308,0.16143107414245605,0.18625397980213165,0.9951142072677612,0.8699664609501124
78,mw6_021,mw6,1,0.01598505811734387,0.9840149418826561,0.9999548196792603,0.9998250603675842,0.9999855756759644,0.4995330274105072,0.579218327999115,1.0,0.9840149418826561
79,mw6_018,mw6,1,0.09629754756410622,0.9037024524358936,0.9762968420982361,0.9653717875480652,0.8586981296539307,0.15795892477035522,0.1910155564546585,0.9324110746383667,0.9037024524358936
80,mw6_013,mw6,1,0.611209294426279,0.3887907055737208,0.9790882468223572,0.9368098974227905,0.9430476427078247,0.24538296461105347,0.36739423871040344,0.9836682677268982,0.3887907055737208
81,mw6_029,mw6,1,0.28736215522049424,0.7126378447795058,0.19338513910770416,0.25094348192214966,0.4402622580528259,0.5247787833213806,0.6314100027084351,0.5859132409095764,0.7126378447795058
82,mw6_005,mw6,1,0.034517333027577604,0.9654826669724224,0.9970620274543762,0.9963437914848328,0.9993013143539429,0.4967701733112335,0.5607684254646301,1.0,0.9654826669724224
83,mw6_020,mw6,1,0.024236403207254727,0.9757635967927456,0.9999908208847046,0.9999959468841553,0.9999998807907104,0.5981809496879578,0.6682419180870056,1.0,0.9757635967927456
84,mw6_008,mw6,1,0.07659672212285856,0.9234032778771415,0.8125734925270081,0.9105420112609863,0.8704854249954224,0.22151845693588257,0.3440561890602112,0.9857510328292847,0.9234032778771415
85,mw6_017,mw6,1,0.12987024228385324,0.8701297577161471,0.8244494795799255,0.7971838712692261,0.895794153213501,0.5361384749412537,0.5766417980194092,0.9951989054679871,0.8701297577161471
86,mw6_016,mw6,1,0.19850772338255462,0.8014922766174455,0.9879177212715149,0.9420634508132935,0.644411027431488,0.21965578198432922,0.30138352513313293,0.37477558851242065,0.8014922766174455
87,mw6_009,mw6,1,0.09665847792358981,0.9033415220764104,0.962073802947998,0.8863982558250427,0.6602591276168823,0.457802951335907,0.5608543157577515,0.9999152421951294,0.9033415220764104
88,mw6_014,mw6,1,0.31946677030730103,0.6805332296926991,0.9980942606925964,0.994222104549408,0.991359531879425,0.2358226478099823,0.3282049000263214,1.0,0.6805332296926991
89,gw3_0007,gw3,0,0.7762253531657498,0.22377464683425002,0.9974197149276733,0.9861556887626648,0.9992520213127136,0.4692227244377136,0.5578373074531555,0.999914288520813,0.22377464683425002
90,gw3_0033,gw3,0,0.8400012175525581,0.15999878244744184,0.9979105591773987,0.9571565389633179,0.9863017797470093,0.9526313543319702,0.911816418170929,1.0,0.15999878244744184
91,gw3_0044,gw3,0,0.4892155586647795,0.5107844413352204,0.9981735944747925,0.9904462099075317,0.9998908042907715,0.46611446142196655,0.539449155330658,0.9999964237213135,0.5107844413352204
92,gw3_0042,gw3,0,0.852041004772206,0.14795899522779393,0.9998099207878113,0.9986985921859741,0.9987661838531494,0.9485636949539185,0.9044734835624695,1.0,0.14795899522779393
93,gw3_0024,gw3,0,0.9091579560559395,0.09084204394406033,0.9994693398475647,0.9934418201446533,0.9661619067192078,0.9545968770980835,0.9154353141784668,1.0,0.09084204394406033
94,gw3_0003,gw3,0,0.25546379473837333,0.7445362052616268,0.9965483546257019,0.9790515899658203,0.9974743723869324,0.4652491509914398,0.5172622203826904,0.9999996423721313,0.7445362052616268
95,gw3_0052,gw3,0,0.7240877520627705,0.2759122479372295,0.9673657417297363,0.20444799959659576,0.677848219871521,0.4990033805370331,0.5283774733543396,0.023854363709688187,0.2759122479372295
96,gw3_0032,gw3,0,0.4558206151667657,0.5441793848332344,0.9999074935913086,0.9980270266532898,0.9985780715942383,0.957097053527832,0.9128531217575073,1.0,0.5441793848332344
97,gw3_0048,gw3,0,0.9128116750632433,0.08718832493675661,0.999242901802063,0.9914473295211792,0.961553156375885,0.9539532661437988,0.915825366973877,1.0,0.08718832493675661
98,gw3_0013,gw3,0,0.6023340676915135,0.3976659323084862,0.9932929277420044,0.9767966866493225,0.9938647150993347,0.47257333993911743,0.523159921169281,0.9999970197677612,0.3976659323084862
99,gw3_0050,gw3,0,0.7064053734054657,0.2935946265945342,0.9965289235115051,0.9832181930541992,0.9994276165962219,0.4542329013347626,0.5467871427536011,0.9999939203262329,0.2935946265945342
100,gw3_0009,gw3,0,0.6057720122303557,0.39422798776964435,0.9994931221008301,0.9983464479446411,0.999929666519165,0.4891885817050934,0.5914355516433716,1.0,0.39422798776964435
101,gw3_0049,gw3,0,0.29017575609975294,0.7098242439002473,0.9119614362716675,0.6755320429801941,0.40168628096580505,0.5947231650352478,0.660728931427002,0.0008281951304525137,0.7098242439002473
102,gw3_0034,gw3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,gw3_0018,gw3,0,0.8861131933642153,0.1138868066357846,0.999907374382019,0.998212456703186,0.9984146356582642,0.957025408744812,0.9124236702919006,1.0,0.1138868066357846
104,gw3_0004,gw3,0,0.6667526806076092,0.3332473193923907,0.930361807346344,0.757274329662323,0.6239047050476074,0.2160707414150238,0.26638659834861755,0.19948706030845642,0.3332473193923907
105,gw3_0037,gw3,0,0.12603779021699762,0.8739622097830028,0.9999983310699463,0.9999887943267822,0.9999998807907104,0.5780770778656006,0.599816083908081,1.0,0.8739622097830028
106,gw3_0012,gw3,0,0.6984070317098504,0.30159296829014964,0.9959092140197754,0.9952698349952698,0.99919193983078,0.49147123098373413,0.5666940212249756,1.0,0.30159296829014964
107,gw3_0053,gw3,0,0.7628625881609871,0.237137411839013,0.9801274538040161,0.9138268828392029,0.9124332070350647,0.4206872880458832,0.4517136514186859,0.9686971306800842,0.237137411839013
108,gw3_0051,gw3,0,0.8823833024437259,0.1176166975562743,0.9992401599884033,0.9822766184806824,0.9915674328804016,0.9566449522972107,0.9135271310806274,1.0,0.1176166975562743
109,gw3_0054,gw3,0,0.9670732826361913,0.03292671736380852,0.9986191987991333,0.9889276027679443,0.9958392381668091,0.9454753398895264,0.9006375074386597,1.0,0.03292671736380852
110,gw3_0036,gw3,0,0.8859285592623806,0.11407144073761939,0.9999377727508545,0.9986988306045532,0.9991511106491089,0.9571356773376465,0.9134049415588379,1.0,0.11407144073761939
111,gw3_0043,gw3,0,0.20643561035018057,0.7935643896498195,0.956379234790802,0.6918898224830627,0.8634768128395081,0.444915235042572,0.48577141761779785,0.9960648417472839,0.7935643896498195
112,gw3_0038,gw3,0,0.9508173955146313,0.04918260448536864,0.9973152279853821,0.9889280796051025,0.9915164709091187,0.9452170729637146,0.9033877849578857,1.0,0.04918260448536864
113,gw3_0017,gw3,0,0.5441068049044173,0.4558931950955827,0.9467422962188721,0.8371077179908752,0.8187289834022522,0.6444409489631653,0.66917884349823,0.9007408618927002,0.4558931950955827
114,gw3_0026,gw3,0,0.80244318974439,0.19755681025560995,0.9989550113677979,0.9553796648979187,0.9868525862693787,0.95554119348526,0.9180280566215515,0.9999998807907104,0.19755681025560995
115,gw3_0001,gw3,0,0.7161006085634705,0.28389939143652954,0.9974386692047119,0.9851444959640503,0.9958224296569824,0.4781205654144287,0.5288231372833252,0.9999995231628418,0.28389939143652954
116,gw3_0041,gw3,0,0.5712940910213768,0.42870590897862315,0.19859376549720764,0.11288049072027206,0.06764493882656097,0.5745500922203064,0.4981320798397064,0.9789184927940369,0.42870590897862315
117,gw3_0000,gw3,0,0.9604532858719519,0.039546714128048034,0.9999377727508545,0.9986988306045532,0.9991511106491089,0.9571356773376465,0.9134049415588379,1.0,0.039546714128048034
118,gw3_0035,gw3,0,0.4062856300183666,0.5937143699816335,0.999392032623291,0.9739641547203064,0.9787382483482361,0.9535984396934509,0.9087218642234802,0.9999958276748657,0.5937143699816335
119,gw3_0055,gw3,0,0.47388661942022,0.5261133805797801,0.9315527081489563,0.7542538046836853,0.724025309085846,0.6013872623443604,0.6661251783370972,0.012179587036371231,0.5261133805797801
120,gw3_0028,gw3,0,0.9245601429578404,0.07543985704215955,0.9993007183074951,0.9809374213218689,0.9931976795196533,0.9562239050865173,0.9195836186408997,1.0,0.07543985704215955
121,gw3_0030,gw3,0,0.9081967538163299,0.09180324618367008,0.9994601607322693,0.9810842871665955,0.9891961812973022,0.9554736614227295,0.9186394214630127,1.0,0.09180324618367008
122,gw3_0027,gw3,0,0.9177798095278953,0.08222019047210448,0.9994663596153259,0.9848065972328186,0.9936836957931519,0.9567573070526123,0.919722318649292,1.0,0.08222019047210448
123,gw3_0002,gw3,0,0.5612978644376168,0.4387021355623832,0.9876156449317932,0.9561581611633301,0.9945197701454163,0.4706179201602936,0.5352740287780762,0.9999727010726929,0.4387021355623832
124,gw3_0019,gw3,0,0.434358936651987,0.5656410633480132,0.9999198913574219,0.9979552030563354,0.9981095790863037,0.9574697613716125,0.9142796397209167,1.0,0.5656410633480132
125,gw3_0057,gw3,0,0.436495833447172,0.5635041665528281,0.9996040463447571,0.979492723941803,0.9822331666946411,0.9545334577560425,0.9130798578262329,1.0,0.5635041665528281
126,gw3_0039,gw3,0,0.5703737915127705,0.42962620848722943,0.8003472089767456,0.8202645182609558,0.9505666494369507,0.41081053018569946,0.430308997631073,0.11636094748973846,0.42962620848722943
127,gw3_0021,gw3,0,0.7689627421736388,0.23103725782636125,0.9964224100112915,0.9876731038093567,0.955543577671051,0.6063750386238098,0.5436010360717773,0.9999998807907104,0.23103725782636125
128,gw3_0045,gw3,0,0.20399980903937628,0.796000190960624,0.9998725652694702,0.9974691867828369,0.9997249245643616,0.9567602872848511,0.9241816997528076,1.0,0.796000190960624
129,gw3_0008,gw3,0,0.5824521193750417,0.4175478806249582,0.6215502619743347,0.8505459427833557,0.9261327981948853,0.42084401845932007,0.4717181921005249,0.9540250897407532,0.4175478806249582
130,gw3_0020,gw3,0,0.44544537949170154,0.5545546205082985,0.9999184608459473,0.9993434548377991,0.9995936751365662,0.9564188122749329,0.9170911312103271,1.0,0.5545546205082985
131,gw3_0015,gw3,0,0.35222163120470695,0.6477783687952932,0.9969549179077148,0.994796097278595,0.998381495475769,0.488284707069397,0.5520851612091064,0.9999997615814209,0.6477783687952932
132,gw3_0056,gw3,0,0.6093445779628617,0.39065542203713816,0.9999377727508545,0.9986988306045532,0.9991511106491089,0.9571356773376465,0.9134049415588379,1.0,0.39065542203713816
133,gw3_0046,gw3,0,0.8878114847005913,0.11218851529940896,0.999138593673706,0.9849846363067627,0.9943360686302185,0.9548642039299011,0.9093976020812988,1.0,0.11218851529940896
134,gw3_0006,gw3,0,0.9274275717180117,0.07257242828198818,0.9992782473564148,0.9842783808708191,0.9496878385543823,0.9509459733963013,0.9158892631530762,1.0,0.07257242828198818
135,gw3_0031,gw3,0,0.9560661871572798,0.04393381284272011,0.9987964630126953,0.9613673686981201,0.9891451001167297,0.9550760984420776,0.9193246960639954,1.0,0.04393381284272011
136,gw3_0016,gw3,0,0.4598727059168533,0.5401272940831467,0.9985200762748718,0.9714194536209106,0.9929853081703186,0.9554191827774048,0.909330427646637,0.9999998807907104,0.5401272940831467
137,gw3_0023,gw3,0,0.9395637050050699,0.06043629499492998,0.9995484948158264,0.9921667575836182,0.9701703786849976,0.9549294114112854,0.9166496396064758,1.0,0.06043629499492998
138,gw3_0029,gw3,0,0.8867454178432141,0.11325458215678585,0.9992490410804749,0.9714656472206116,0.9911331534385681,0.956074059009552,0.9197295904159546,1.0,0.11325458215678585
139,gw3_0040,gw3,0,0.5930030160240952,0.40699698397590484,0.1600567102432251,0.05391757935285568,0.03925959765911102,0.5776056051254272,0.4996812641620636,0.9147758483886719,0.40699698397590484
140,gw3_0014,gw3,0,0.6209654577201769,0.3790345422798231,0.7870709300041199,0.889769971370697,0.6931683421134949,0.42675089836120605,0.46746745705604553,0.9638010263442993,0.3790345422798231
141,gw3_0025,gw3,0,0.9257138510389723,0.07428614896102786,0.9989399313926697,0.9709292054176331,0.9865127801895142,0.9563459753990173,0.9193620681762695,1.0,0.07428614896102786
142,gw3_0011,gw3,0,0.43646714988195984,0.5635328501180403,0.9999411106109619,0.9985847473144531,0.9991668462753296,0.9569122791290283,0.914337158203125,1.0,0.5635328501180403
143,gw3_0005,gw3,0,0.7422499870197616,0.25775001298023825,0.9967218041419983,0.9853810667991638,0.9998261332511902,0.4658859372138977,0.5481065511703491,0.9999995231628418,0.25775001298023825
144,gw3_0010,gw3,0,0.6268554268890972,0.3731445731109025,0.9999189376831055,0.9983727931976318,0.998635470867157,0.9568119049072266,0.9125146269798279,1.0,0.3731445731109025
145,gw3_0047,gw3,0,0.7879410236780268,0.21205897632197326,0.9998867511749268,0.9982269406318665,0.9976372718811035,0.9574288725852966,0.9146443009376526,1.0,0.21205897632197326
146,gw3_0022,gw3,0,0.9177333405671704,0.08226665943282967,0.9994827508926392,0.9947530031204224,0.9869224429130554,0.9520907402038574,0.912868320941925,1.0,0.08226665943282967
147,mw7_0007,mw7,1,0.01615451715823476,0.9838454828417657,0.9987836480140686,0.9999558925628662,0.9999929666519165,0.5742175579071045,0.6751641631126404,1.0,0.9838454828417657
